Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
One Health - Hardin Annex,310 N Center Ave,Hardin,MT,406-665-4103,,10 4th St W STE B,Primary Care,Free,59034
IHC Bedford,2415 Mitchell Rd STE C,Bedford,IN,317-576-1335,,8003 Castleway Dr,Primary Care,Free,47421
Su Clinica - Harlingen,1706 Treasure Hills Blvd,Harlingen,TX,956-365-6000,www.suclinica.org,1706 Treasure Hills Blvd,Primary Care,Free,78550
COMMUNITY HEALTH CENTER OF DANBURY,8 Delay St,Danbury,CT,203-797-8330,www.chc1.com,635 Main St,Primary Care,Free,06810
Vashon High School,3035 Cass Ave,Saint Louis,MO,314-533-9487,www.phcenters.org,5701 Delmar Blvd,Primary Care,Free,63106
Family Health Center of Harlem,1824 Madison Ave,New York,NY,212-433-4500,,2006 Madison Ave,Primary Care,Free,10035
North Valley Pediatrics,702 East Bell Road,Phoenix,AZ,602-482-7311,,625 North Plaza Drive,Primary Care,Free,85022
"Compass Health, Inc.",1066 Crosswinds Ct,Wentzville,MO,844-853-8937,,1800 Community,Primary Care,Free,63385
Kaynor Technical High School SBHC,43 Tompkins St,Waterbury,CT,860-347-6971,,635 Main St,Primary Care,Free,06708
Redfield Clinic 1,823 River Rd,Redfield,AR,501-397-2261,,1101 S Tennessee St,Primary Care,Free,72132
New Albany Student Health Center,1020 Vincennes St,New Albany,IN,812-280-2080,,460 Spring St,Primary Care,Free,47150
Family Medical Care Community Health Center - Newell,1151 Washington St,Newell,WV,304-459-4010,www.changeinc.org,3158 West St,Primary Care,Free,26050
Fairfield Township Community Health Center,"3145 Hamilton Mason Rd, Ste 202",Fairfield Township,OH,513-454-1111,https://www.myprimaryhealthsolutions.org/,300 High St FL 4,Primary Care,Free,45011
Health and Wellness East,4400 Euclid Ave,Cleveland,OH,216-325-9355,www.circlehealthservices.org,12201 Euclid Ave,Primary Care,Free,44103
Aborn Rd Admin Offices,2726 Aborn Rd,San Jose,CA,510-252-8882,,40910 Fremont Blvd,Primary Care,Free,95121
Family Heath Clinic of Burlington,425 E 5th St,Burlington,IN,765-566-5055,n/a,2550 Northwestern Ave # 1100,Primary Care,Free,46915
"FAMILY HEALTH CENTERS OF SW FLORIDA, INC.",2256 Heitman St,Fort Myers,FL,239-278-3600,www.fhcswf.org,1926 Victoria Ave,Primary Care,Free,33901
Coastal Community Health TIGERS/Todd Grant Elementary School,1102 Ca Devillars Rd,Darien,GA,912-275-8028,coastalchs.org,"106 Shoppers Way, Ste 1",Primary Care,Free,31305
CS-HHC at Hill Regional Career Magnet High School,140 Legion Ave,New Haven,CT,203-503-3000,,400 Columbus Ave,Primary Care,Free,06519
Florida Department of Health in Walton County - Coastal Branch,361 Greenway Trl,Santa Rosa Beach,FL,850-892-8015,http://walton.floridahealth.gov,4052 Bald Cypress Way Bin 01,Primary Care,Free,32459
GOSHEN MEDICAL CENTER - ROSEWOOD DENTAL SERVICES,104C Adair Dr,Goldsboro,NC,919-648-4437,,412 SW Center St,Primary Care,Free,27530
ORANGE COMMUNITY HEALTH CENTER,37 N Day St,Orange,NJ,973-365-2611,www.nchcfqhc.org,741 Broadway,Primary Care,Free,07050
Cayuga Seneca CAA,1 Brookfield Pl,Auburn,NY,315-255-1703,,144 Genesee St,Primary Care,Free,13021
BLUE RIDGE HEALTH CENTER,2579 Chimney Rock Road,Hendersonville,NC,828-692-4289,www.brchs.com,2579 Chimney Rock Road,Primary Care,Free,28792
Hudson River HealthCare Spring Valley,2 Perlman Dr,Spring Valley,NY,845-573-9860,www.hrhcare.org,728 N Main St,Primary Care,Free,10977
Adult and Child at Monrovia High School,205 S Chestnut St,Monrovia,IN,317-996-2258,,8320 MADISON AVE,Primary Care,Free,46157
Centro de Salud Integral en Orocovis,Avenida Luis Munoz Marin,Orocovis,PR,787-867-6010,www.simpr.com,12.4 Carr 152,Primary Care,Free,00720
Todos Para La Salud,"4420 N 1st St, Ste 123",Fresno,CA,559-231-5366,www.todosclinic.com,4420 N 1ST ST STE 123,Primary Care,Free,93726
Mobile Van E,2315 W Jackson St,Pensacola,FL,850-436-4630,,2315 W Jackson St,Primary Care,Free,32505
Center School SBHC,7 Summit St,East Hampton,CT,860-365-4050,,635 Main St,Primary Care,Free,06424
Outside In BH,1195 SW 11th Ave,Portland,OR,503-535-3800,,1132 SW 13th Ave,Primary Care,Free,97205
San Antonio High School Health Clinic,500 Vallejo St,Petaluma,CA,707-559-7500,www.phealthcenter.org,1179 N Mcdowell Blvd,Primary Care,Free,94952
Keystone Agricultural Worker Program - Columbia,301 W 3rd St,Berwick,PA,570-752-7760,,"111 Chambers Hill Dr, Suite 200",Primary Care,Free,18603
Mid-Valley Health Clinic,8446 S Harrison St,Midvale,UT,801-417-0131,www.upfh.org,7651 S Main St,Primary Care,Free,84047
Community Medical Wellness Center USA Suite 206 - 209,"1360 E Anaheim St, Ste 206",Long Beach,CA,562-270-0324,,1360 E Anaheim St STE 101,Primary Care,Free,90813
Las Vegas Administration Office,1799 Mount Mariah Dr,Las Vegas,NV,702-307-5414,www.nvhealthcenters.org,3325 Research Way,Primary Care,Free,89106
Itech @ Thomas A. Edison High School,6101 NW 2nd Ave,Miami,FL,305-762-5000,www.borinquenhealth.org,3601 Federal Hwy,Primary Care,Free,33127
Katy Trail Community Health Warsaw Schools,20363 Lane Of Champions,Warsaw,MO,660-438-9079,,821 Westwood Dr,Primary Care,Free,65355
Family HealthCare Mobile Clinic #1,301 Np Ave N,Fargo,ND,701-271-3344,,301 Np Ave N,Primary Care,Free,58102
PARROTTSVILLE CENTER,111 Mockingbird Ave,Parrottsville,TN,423-625-1170,www.ruralmedicalservices.org,207 Murray Dr,Primary Care,Free,37843
"William R Fallon Elementary School, School Based Health Center",100 Robinson St,Lynn,MA,781-477-7470,,275 Union Street,Primary Care,Free,01905
Brimley Area School,7134 S M 221,Brimley,MI,906-248-3217,,12140 W Lakeshore Dr,Primary Care,Free,49715
Second Street Healthy Kids Clinic,506 W 2nd St,Frankfort,KY,502-875-8658,www.cumberlandfamilymedical.com,"360 Keen St, Ste 500",Primary Care,Free,40601
WIC PROGRAM,32970 Alvarado Niles Rd,Union City,CA,510-471-5907 x3231,,22331 Mission Blvd,Primary Care,Free,94587
OHCC - 3849 North Blvd,3849 North Blvd,Baton Rouge,LA,225-644-6522,,3949 North Blvd,Primary Care,Free,70806
Seaport Community Health Center,29 Schoodic Dr,Belfast,ME,207-338-6900,www.pchc.com,103 Maine Ave,Primary Care,Free,4915
NHC Tanasbourne Medical & Dental Clinic,10690 NE Cornell Rd STE 220,Hillsboro,OR,503-848-5861,www.nhcoregon.org,"7320 SW Hunziker Rd, Ste 300",Primary Care,Free,97124
MAHEC at West McDowell Middle,346 W Mcdowell Jr High Sch Rd,Marion,NC,828-652-3390,,121 HENDERSONVILLE RD,Primary Care,Free,28752
West Willow Clinic,2345 Tyler Rd BLDG,Ypsilanti,MI,734-483-5730,www.packardhealth.org,5200 Venture Dr,Primary Care,Free,48198
AVH Administration Site,106 E 1st St,Cloverdale,CA,707-668-1777,www.alexandervalleyhealthcare.org,6 Tarman Dr,Primary Care,Free,95425
VERSAILLES MEDICAL CENTER SITE,10484 Kley Rd,Versailles,OH,937-526-3016,www.buildinghealthylives.org,5735 Meeker Rd,Primary Care,Free,45380
Northern Wayne Family Health Center,412 Como Rd,Lake Como,PA,570-798-2828,WMH.org/WMCHC,601 Park St,Primary Care,Free,18437
SIHF Healthcare  -  Glen Carbon,4230 S State Route 159,Glen Carbon,IL,618-332-0694,,2041 Goose Lake Rd,Primary Care,Free,62034
BMS AT ST. AGNES,900 S Caton Ave,Baltimore,MD,443-703-3200,www.bmsi.org,5525 Eastern Ave,Primary Care,Free,21229
Firebaugh Community Health Center,689 N St,Firebaugh,CA,559-659-3037,www.vht.org,21890 W Colorado Ave,Primary Care,Free,93622
"Diversity Health Center, Inc.-Fraser Dr. Admin Suite A",301 Fraser Dr UNIT B,Hinesville,GA,912-877-2227 x83947,diversityhc.org,301 Fraser Dr,Primary Care,Free,31313
Tri-State Community Healthcare Center,11499 Bartlett Ave,Adelanto,CA,760-444-4258,,1402 Bailey Ave,Primary Care,Free,92301
FAMILY HEALTH SERVICES - CRANSTON,1090 Cranston St,Cranston,RI,401-943-1981,www.comcap.org,"311 Doric Ave, Ste 1",Primary Care,Free,02920
High Plains Adult Community Health Center,2221 Wellness Way,Lamar,CO,719-336-0261,www.highplainschc.net,201 Kendall Dr,Primary Care,Free,81052
"Familly Health Care Clinic, Inc.--Muscle Shoals",102 Physicians Dr STE B,Muscle Shoals,AL,256-389-9797,,4635 Highway 80 E,Primary Care,Free,35661
Peninsula Community Health Services of Alaska,230 E Marydale Ave,Soldotna,AK,907-262-3119,www.pchsak.org,230 E Marydale Ave,Primary Care,Free,99669
MOUNTAIN PEOPLE'S ONEIDA CLINIC,460 Industrial Ln,Oneida,TN,423-569-3800,,470 Industrial Ln,Primary Care,Free,37841
CHASS Oakman,882 Oakman Blvd,Detroit,MI,313-849-3920,www.chasscenter.org,5635 W Fort St,Primary Care,Free,48238
Family HealthCare Network - Visalia Oak Health Center,400 E Oak Ave,Visalia,CA,877-960-3426,www.fhcn.org,305 E Center Ave,Primary Care,Free,93291
Miles Broadway Health Center,9127 Miles Ave,Cleveland,OH,216-231-7700,www.neonhealth.org,4800 Payne Ave,Primary Care,Free,44105
NEXT DOOR TRANSITIONAL SHELTER,1001 Polk St,San Francisco,CA,415-255-3525,,170C Capp St,Primary Care,Free,94109
Bluestem Health Central Business Office,"1248 O St, Ste 400",Lincoln,NE,402-470-5424,,1021 N 27th St,Primary Care,Free,68508
Tok Site,1314 Alaska Hwy # 5,Tok,AK,907-883-4446,,187 Glenn Hwy,Primary Care,Free,99780
AltaMed PACE - Norwalk,11541 Rosecrans Ave,Norwalk,CA,888-499-9303,www.altamed.org,2040 Camfield Ave,Primary Care,Free,90650
SCH Behavioral Health,44 Trifecta Pl,Charles Town,WV,304-728-3716,www.shencommhealth.com,99 Tavern Rd,Primary Care,Free,25414
CommUnityCare Southeast Health and Wellness Center,2901 Montopolis Dr,Austin,TX,512-978-9955,,1111 E Cesar Chavez St,Primary Care,Free,78741
Immediate Care,2680 Yakima Valley Hwy STE B,Sunnyside,WA,509-882-3444,www.yvfwc.org,604 W 1st Ave,Primary Care,Free,98944
GPHA - Jules E. Mastbaum Health Suite,3116 Frankford Ave,Philadelphia,PA,215-924-2400,,1401 S 31st St,Primary Care,Free,19134
Family Health Center,400 N 17th St STE 300,Allentown,PA,610-969-3500,https://www.valleyhealthpartners.org/,400 N. 17TH ST. SUITE 300,Primary Care,Free,18104
Bermuda Medical Center,2740 Bensley Commons Blvd,North Chesterfield,VA,804-780-0840,www.cahealthnet.org,719 N 25th St,Primary Care,Free,23237
"Florida Community Health Centers, Inc. - Lakeshore Medical",1100 N Parrott Ave,Okeechobee,FL,863-763-7481,www.fchcinc.org,5827 Corporate Way STE 100,Primary Care,Free,34972
EVCHC - Palomares SBC,2211 N Orange Grove Ave,Pomona,CA,626-919-4333 x2221,www.evchc.org,420 S Glendora Ave,Primary Care,Free,91767
COACHELLA VALLEY COMMUNITY HEALTH CENTER,49869 Calhoun St FL 1,Coachella,CA,760-399-4526,,1695 N Sunrise Way,Primary Care,Free,92236
CRCHC Administrative Auxiliary Offices,212B Mcgill Ave NW,Concord,NC,704-792-2242,crchc.org,202D Mcgill Ave NW,Primary Care,Free,28025
Great Mines-West County Community Hope Center Clinic,206 Church St RM 4,Leadwood,MO,573-438-9355,,1 Southtowne Dr,Primary Care,Free,63653
Family Health Clinic of Wolcott,128 W Market St,Wolcott,IN,219-474-2067,,2550 Northwestern Ave # 1100,Primary Care,Free,47995
"Family Health Care Clinic, Inc. --Brandon",1551 W Government St,Brandon,MS,601-825-3163,www.familyhealthcareclinic.com,4635 Highway 80 E,Primary Care,Free,39042
Cahaba Medical Care - West Blocton Elementary School,828 Cahaba River Dr,West Blocton,AL,205-928-6046,www.cahabamedicalcare.com,195 Hospital Dr,Primary Care,Free,35184
Russian River Resiliency Center.,16385 First St,Guerneville,CA,707-869-5977,www.wchealth.org,16312 3rd St,Primary Care,Free,95446
Marin Community Clinic - Novato South,6090 Redwood Blvd,Novato,CA,415-448-1500,www.marinclinic.org,9 Commercial Blvd STE 100,Primary Care,Free,94945
HPWO Mobile Health Van #10,1 Spartan Way,Lima,OH,419-221-3072,www.hpwohio.org,329 N West St,Primary Care,Free,45801
"Shawnee Health Service, Carbondale",1001 N Beadle Dr,Carbondale,IL,618-519-9200,www.shawneehealth.com,109 California St,Primary Care,Free,62901
Horizon Health - Eagle Butte,24337 US Highway 212,Eagle Butte,SD,605-964-8000,,109 N Main St,Primary Care,Free,57625
David Raines School Based Health Center -  JS Clark,351 Hearne Ave,Shreveport,LA,318-227-3342,,3041 Dr Martin Luther King Dr,Primary Care,Free,71103
Alcona Health Center Central Elementary Petoskey,410 State St,Petoskey,MI,231-348-2110,,1035 W Washington Ave,Primary Care,Free,49770
Gravenstein Community Health Center,652 Petaluma Ave STE H,Sebastopol,CA,707-823-7616,www.wchealth.org,16312 3rd St,Primary Care,Free,95472
VCC Mobile Dental Clinic- Lake Elsinore,31361 Riverside Dr,Lake Elsinore,CA,951-252-2720,www.vcc.org,1000 Vale Terrace Dr,Primary Care,Free,92530
Adelante Healthcare Surprise Care Today,"15317 W Bell Rd, Ste 100",Surprise,AZ,480-964-2273,,3033 North Central Avenue,Primary Care,Free,85374
Camarena Health  -  Millbrook Health Center,7202 N Millbrook Ave STE 202,Fresno,CA,559-664-4000,www.camarenahealth.org,"730 N I St, Ste 202",Primary Care,Free,93720
Tahlequah ENT,1203 E Ross Byp,Tahlequah,OK,918-772-3390 x23390,,124 E Main St,Primary Care,Free,74464
GVHC - Empire,198 N G St,Empire,CA,209-383-1848,,737 W Childs Ave,Primary Care,Free,95319
Rosa Clark Medical Clinic - Mobile Dental,301 Memorial Dr,Seneca,SC,864-882-4664 x86461,www.rosaclarkclinic.org,301 Memorial Dr STE E,Primary Care,Free,29672
FCHC SBHC at Greenwich High School,10 Hillside Rd,Greenwich,CT,203-625-8021,,40 Arch St,Primary Care,Free,06830
"Outreach Community Health Centers, Incorporated",711 W Capitol Dr,Milwaukee,WI,414-374-2400,www.ochc-milw.org,220 W Capitol Dr,Primary Care,Free,53206
Bend High School-Based Health Center,230 NE 6th St,Bend,OR,541-383-3005,www.mosaicmedical.org,375 NW Beaver St STE 101,Primary Care,Free,97701
Southside Elementary School,1 Southside School Rd,Cocolalla,ID,208-263-3020,,"301 Cedar St, Ste 206",Primary Care,Free,83813
UCNW 220 Unity,220 Unity St,Bellingham,WA,360-676-6177,www.unitycarenw.org,1616 Cornwall Ave STE 205,Primary Care,Free,98225
Sterling Health Care - Winchester,455 Bullion Blvd,Winchester,KY,859-744-2623,,236 W Main St,Primary Care,Free,40391
Forest Community Health Center,2316 S Cedar St,Lansing,MI,517-887-4302,hd.ingham.org/chc,5303 S Cedar St,Primary Care,Free,48910
Agape Community Health Center / South,3900 University Blvd S,Jacksonville,FL,904-760-4904 x3,,120 King St,Primary Care,Free,32216
Domestic Violence Shelter,,,XX,718-588-4460,,111 E 210th St,Primary Care,Free,
NORTH VALLEY HIGH SCHOOL SCHOOL BASED HEALTH CENTER,6741 Monument Dr,Grants Pass,OR,541-472-4709,www.siskiyouhealthcenter.com,"1701 NW Hawthorne Ave, Ste 201",Primary Care,Free,97526
APLA Health-David Geffen Center,611 S Kingsley Dr,Los Angeles,CA,213-201-1600,www.apla.org,611 S Kingsley Dr,Primary Care,Free,90005
"Center for Family Health & Education, Inc. dba Priority Care Medical Group El Monte 1",3229 Santa Anita Ave,El Monte,CA,626-575-4584,www.cffhae.org,"8727 Van Nuys Blvd, Ste 201",Primary Care,Free,91733
Crook Kids School-Based Health Center,757 E 1st St,Prineville,OR,541-383-3005,www.mosaicmedical.org,375 NW Beaver St STE 101,Primary Care,Free,97754
STONY RIVER CLINIC,#1 CLINIC ROAD GENERAL DELV.,Aniak,AK,907-675-4556,www.ykhc.org,Hoffman Rd,Primary Care,Free,99557
CENTROMED SOUTH PARK MEDICAL CLINIC,6315 S Zarzamora St,San Antonio,TX,210-922-7000,www.centromedsa.com,3750 Commercial Ave,Primary Care,Free,78211
Kintegra at North Newton Elementary,221 W 26th St,Newton,NC,828-464-2631,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28658
AZUSA HEALTH CENTER,150 N Azusa Ave,Azusa,CA,626-969-7885,www.elproyecto.us,8932 Woodman Ave,Primary Care,Free,91702
YNHS @ Henry Beauchamp Community Center,1211 S 7th St,Yakima,WA,509-853-2372,www.ynhs.org,12 S 8th St,Primary Care,Free,98901
Pillars Community Health Burlington,"105 E Burlington St, Ste C",Riverside,IL,708-745-5277,www.pillarscommunityhealth.org,5220 East Ave,Primary Care,Free,60546
Brighter Beginnings Mobile Dental Van,512 W 5th St,Antioch,CA,925-303-4780,,2727 MACDONALD AVE,Primary Care,Free,94509
Midtown Xpress,210 S 3rd St,Norfolk,NE,402-371-8000,,302 W Phillip Ave,Primary Care,Free,68701
L.R. Green Elementary School,3115 Las Palmas Ave RM Mpr,Escondido,CA,760-520-8300,,215 S Hickory St,Primary Care,Free,92025
Circle the City Administrative Office,300 W Clarendon Ave STE 200,Phoenix,AZ,602-776-0776,,300 West Clarendon Avenue,Primary Care,Free,85013
Todos Para La Salud: N. Fresno,3030 N Fresno St,Fresno,CA,559-227-1622,,4420 N 1ST ST STE 123,Primary Care,Free,93703
TLC @ Riverside Drive,560 Riverside Dr STE A204,Salisbury,MD,443-358-6193,https://chesapeakehc.org,32033 Beaver Run Dr,Primary Care,Free,21801
NEPA Community Health Care Elk Lake School District,2380 Elk Lake School Rd,Springville,PA,570-278-7500,,"498 S Main St, Ste D",Primary Care,Free,18844
Tug River Catterson Center,662 Appalachian Hwy,Pineville,WV,304-732-7069,www.tugrivermedical.org,5883 Black Diamond Hwy,Primary Care,Free,24874
Corporate Services,3696 Jacobs Ave,Eureka,CA,707-826-9926,www.opendoorhealth.com,1275 8th St,Primary Care,Free,95501
OPSAM HEALTH: Mobile Clinic 2,1428 Highland Ave,National City,CA,844-200-2426,www.opsam.org,"637 3rd Ave, Ste E1",Primary Care,Free,91950
Martin Luther King Health Center,1799 Mount Mariah Dr,Las Vegas,NV,800-787-2568,www.nvhealthcenters.org,3325 Research Way,Primary Care,Free,89106
KIPP DC Benning Campus (SBMH),4801 Benning Rd SE,Washington,DC,202-582-1390,,2333 Ontario Rd NW,Primary Care,Free,20019
"Regional Health Care Affiliates, Inc. dba. Health First Community Health Center - Providence",215 E Main St,Providence,KY,270-667-7017,http://healthfirstchc.net/,121 E Main St,Primary Care,Free,42450
Gulf Coast Health Center Inc. Orange,610 Strickland Dr STE 380,Orange,TX,409-983-1161,,2548 Memorial Blvd,Primary Care,Free,77630
Waimanalo Elementary and Intermediate School,41-1330 Kalanianaole Hwy,Waimanalo,HI,808-954-7128,,41-1347 Kalanianaole Hwy,Primary Care,Free,96795
"219 Health Network, Inc.",10020 Donald S. Powers Dr,Munster,IN,219-703-2427,,100 W CHICAGO AVE STE F,Primary Care,Free,46321
Desert Senita Community Health Center - Stanfield,515 S Stanfield Rd BLDG O,Stanfield,AZ,520-387-5651,www.desertsenita.org,410 North Malacate Street,Primary Care,Free,85172
New River Health SBHC - Fayetteville,515 W Maple Ave,Fayetteville,WV,304-465-2258,,497 Mall Rd,Primary Care,Free,25840
Fernhill Health Center,5530 NE 42nd Ave,Portland,OR,503-988-5558,,"501 SE Hawthorne Blvd, #531",Primary Care,Free,97218
Mary Eliza Mahoney Health Center Mobile Dental Unit,394 University Ave,Newark,NJ,800-734-7083,,110 William St,Primary Care,Free,07102
GSP Health Enid West,5320 W Chestnut Ave,Enid,OK,580-233-2900,gsphealth.org,405 S Oklahoma Ave,Primary Care,Free,73703
Martha Jane Potter Elementary School Based Clinic,55 Kona Dr,Whitesburg,KY,606-633-6054,www.mchcky.com,10 E Main St,Primary Care,Free,41858
Seattle Indian Health Board - Lake City,12736 33rd Ave NE STE 200,Seattle,WA,206-324-9360,,611 12th Ave S,Primary Care,Free,98125
Central Oklahoma Family Medical Center - Seminole,2403 W Wrangler Blvd,Seminole,OK,580-925-3286,www.cofmc.com,527 W 3rd St,Primary Care,Free,74868
"Mainline Health Systems, Inc. Administration Office Dermott",302 S School St,Dermott,AR,870-538-5414 x3,www.mainlinehealth.net,342 Highway 425 S,Primary Care,Free,71638
CPACS Cosmo Health Center Primary Care,6185 Buford Hwy,Peachtree Corners,GA,770-446-0929,www.cpacscosmo.org,3510 Shallowford Rd NE,Primary Care,Free,30071
"Wabash Valley Health Center, Inc.",1436 Locust St,Terre Haute,IN,812-232-7447,www.wabashvalleyhealthcenter.org,1436 Locust St,Primary Care,Free,47807
Harry B. Flood Middle School - SBHC,490 Chapel St,Stratford,CT,203-696-3260,,982 E Main St,Primary Care,Free,06614
Community Health Centers of Greater Dayton - Charles Drew Health Center,1323 W 3rd St,Dayton,OH,937-461-4336 x1011,www.communityhealthdayton.org,1323 W 3rd St,Primary Care,Free,45402
ARcare-70,615 N Main St,Brinkley,AR,870-734-1150,www.wrrhc-ar.org,117 S 2nd St,Primary Care,Free,72021
SALEM FAMILY HEALTH CENTER,47 Congress Street,Salem,MA,978-744-8388,www.nschi.org,27 Congress Street,Primary Care,Free,01970
Crusader Community Health Auburn Campus-A School Based Health Center,1002 N Pierpont Ave,Rockford,IL,815-490-1600,www.crusaderhealth.org,1200 W State St,Primary Care,Free,61101
